contrast,correlation,pro_cluster,sha_cluster,dissimiler,energy,entropy,homogenety,max_prob,bias,label
1.3546494542620118,-0.04336542167857209,-0.048331192815755944,-0.06163813835463059,1.3817166937234018,1.368771570481577,-1.2332777416579896,1.5005369249974956,0.7717835855771629,1.0,1.0
1.2617960248229938,0.059961263909579295,-0.04762695189903913,-0.054085327301343106,1.2509710138263095,1.2005583678152516,-0.8777783946706832,1.1683168794543803,0.5390901300796836,1.0,1.0
0.951837241106375,-0.13372954809006743,-0.048785930742217425,-0.06813488226965705,0.944986741379633,0.9481354307878916,-0.4399241970059296,0.9447916958841468,0.21952638174300151,1.0,1.0
1.043066543213581,0.27192817965699323,-0.04442988074774489,-0.028228461329368234,1.0625701771686897,1.0648023513982512,-0.6192557999660769,1.0585373163672922,0.21112946008147565,1.0,1.0
1.1850576694778823,0.7013327790260311,0.043279310535810606,0.2463207188843255,1.165088391276115,1.105533410314152,-0.7075991151174266,1.0472511395327027,0.1980901474603708,1.0,1.0
1.3555240466269813,0.6578920336569032,-0.01394600482694434,0.10454656862742052,1.3405659752043049,1.277749296808778,-1.0309421450898428,1.2728297296427804,0.2924092915891169,1.0,1.0
1.2884597925104992,1.4894456174135011,0.0773293434566248,0.3955734332576478,1.3000658802849956,1.2774000211025258,-1.028912806747538,1.3218426852283869,0.3022459995564801,1.0,1.0
1.1563439603261612,-0.12297133003313052,-0.04879166499040893,-0.06820329276732805,1.1192242379098445,1.0623950715562174,-0.6302284251596711,1.0307365596411897,0.4157497108344001,1.0,1.0
1.2985490240166089,1.1117442237041795,0.05921690822387369,0.3005771811199386,1.3038648758544868,1.2730765972816918,-1.0204263423181879,1.3264943217757894,0.2345535838537464,1.0,1.0
1.3397262558146792,0.8699167789714628,0.04851202580675173,0.24811262048381974,1.3417621197024103,1.2993561631961286,-1.0755915110636647,1.3399941331997995,0.40603772381818914,1.0,1.0
-0.9356779398612913,-0.1390361421080483,-0.048788829472255546,-0.06816401911779507,-0.9233322106845958,-0.9273510000837184,0.6397893453227356,-0.9965978785887026,-0.19370566805778935,1.0,1.0
-1.326807679757381,-0.1304438083382573,-0.04869634853003878,-0.06663990703209588,-1.2739752638011292,-1.2348640701564986,0.4320725773857891,-1.1397544780125535,-0.12519038079227665,1.0,1.0
-1.4946920971022688,-0.12061690473689757,-0.047381472390921345,-0.058965566148330706,-1.5301053621806953,-1.686968203422,0.010236211791582817,-1.5968166545321048,-1.9223280160175367,1.0,1.0
-1.4892090541779979,0.1316003124949614,-0.030376361602087443,0.03885455436822019,-1.4866890284035033,-1.562858701686918,0.2088233602636418,-1.4193357677387606,-2.0845417098043333,1.0,1.0
-1.3593886415832397,0.09997856434273177,-0.031816371521859316,0.02512379152446606,-1.3706527536192015,-1.4653599910061235,0.30380092453748386,-1.424035425134805,-1.8665423893564737,1.0,1.0
-0.7245849781973691,-0.13658003606506108,-0.04875166537002754,-0.06770453700943402,-0.7245795009681825,-0.6989378012320606,0.7303121234547703,-0.7283415222269292,-0.44300660223866706,1.0,1.0
-0.8965013937262952,-0.15703292250521014,-0.04882616592200403,-0.0691804297916119,-0.9070266368839651,-0.9337901723175738,0.5946671729145903,-1.0416947299101864,-1.0535658332272666,1.0,1.0
-0.7989535859433458,-0.042794391540656215,-0.04618456035978026,-0.04682838493157796,-0.8064490510679319,-0.8197279173925774,0.7098279905141839,-0.9112958051836907,-1.2059870209163612,1.0,1.0
-0.6251779221858637,-0.10254496005568974,-0.04825890705477526,-0.061753818620018566,-0.6117012679706203,-0.5812842252386051,0.7497739398545571,-0.6815878383591714,-0.8707552628233565,1.0,1.0
-0.9908582383113953,-0.11550436521788866,-0.04873899371340334,-0.06690137766082532,-0.9607334561343732,-0.911482292827385,0.6670257080017308,-0.8865224055762426,-1.370534573421283,1.0,1.0
-0.6876931890448607,-0.043227454875867904,-0.04827782559136108,-0.06130884455166631,-0.6954509787633502,-0.6597374873927675,0.7457911837315873,-0.6425044180184368,-0.11898443829180791,1.0,1.0
-1.0185283663704587,-0.1384466038345517,-0.048817265601727375,-0.0687967436296655,-0.9577712135293639,-0.8429748512304845,0.6706913254043108,-0.7165684649196603,-1.0666651170336963,1.0,1.0
-0.1275388256393899,-0.15653379858273905,-0.04882599259257065,-0.06917641078643644,-0.12394503036905673,-0.04679591389830548,0.5602190052307512,-0.07808319063656763,-0.5795679201642051,1.0,1.0
0.3958714100823508,-0.11125709854942611,-0.04866813761255161,-0.06633714806622582,0.41397679161982714,0.49096697111741106,0.21468662920492104,0.5002423144095576,-0.23518422469005143,1.0,1.0
